text,label
How long do you have to wait to see your virtual card your ordered?,40
I need to stop a transaction that I made.,8
How long does it take for a new card to ship?,11
How can I put more money into my account?,58
Why did I get charged for a transfer?,64
Are there businesses that don't accept this card?,10
My product was faulty.,52
is my pin the same as my passcode,38
Please assist me in activating the card.,0
My cash deposit isn't in my account. What happened?,6
Help me order my card.,43
The cash deposit I made this morning has not been credited to my account,6
What is this extra pound charge for?,34
Can I make a contactless payments?,23
Will I receive a new card when mine expires?,9
Why isn't my cheque deposit showing on my account?  I though it would be faster and would like to to look into it and help.,6
Do i have to top-up with my credit card before I can transfer?,62
How can I tell if my card payment is reverted?,53
Can you send me the actual card?,43
I have not been able to use this card.,14
"I used my card to top up, but the money is not there!",62
I am worried that too much time has gone by for a transfer to be completed.,66
Will you send me a new card in China?,9
There is a payment showing that I know I didn't make. I didn't use my card that day and I'm sure of it. Can you please cancel that transaction and return my money? Thankyou,28
Can I reset my PIN?,21
What is your maximum top up limit per day?,60
Why is my balance the same after a transfer?,5
How old must I be to open an account?,1
I need to change my last name on my account because I just got married.,30
"I need help to resolve mix up on my card payment. My account shows the money was taken out and then put back in the account. Then I received a message from the seller, It said that they did not get my payment.",53
I am trying  to  transfer and  it has been  stopped why is  that,7
Why has my card been charged an extra pound?,34
Should I keep waiting for my card to be delivered?,11
Do you deliver the PIN separately?,38
IS there anywhere that a card cannot be delivered?,43
I got less cash than what I specified at the ATM.,75
I have transactions that I don't recognize - I think someone is using my card.,22
Can I transfer money using the SWIFT service?,56
I added money but my top-up wasn't processed by the app.,59
What types of cards and money do you accept?,54
I think the top up failed,59
My transfer has been declined.,27
How can I get my card out of the ATM?,18
to cash withdrawals charge me?,19
I need some help now please! There are some transactions on my account that I do not remember purchasing. Can they be reversed? Can you please cancel or freeze my card so I don't keep getting charged?!,16
Can I order a new card by phone?,9
Is there a limit on how much I can top up?,60
Is there a way to top up using my Apple Watch?,2
I topped up and now my money is not there anymore! What happened to it?,61
What do I need to do to cancel a transaction?,8
There is something wrong with my card. Tried to use it a few times today in different places and it just didn't work. The transactions I tried to make were really small so not sure what's going on,14
"I have my residency in the US, but I would love to get a card.",24
why can't my beneficiary make transactions?,7
Can i get money back in my home currency at  ATM? As I am on holiday and bit concerned because i do not have any cash with me . Is it possible to withdraw without any additional cost.,76
is there a reason that my payment didnt go through,25
Why doesn't my passcode work?,44
What does it mean if my cash withdrawal does not show up properly?,46
The app rejected my top up,59
I'm not seeing my cash deposit showing up in my account.,6
What do I do if a transaction shows up twice?,63
"How long do transfers from a UK bank account usually take for you? I just made a transfer and I'm not seeing anything, wondering if it worked",5
i cant seem to activate card,0
Please explain why my top-up hasn't been processed yet?,47
Can I set the account to auto top-up?,4
What are some of the restrictions that the disposable cards have?,29
When will my transfer come through?,5
I need more money in my account. Can I add more by transferring?,65
I am unable to use my top-up on the app. Could you explain this to me?,61
How much would an extra card cost?,39
Someone has taken my phone from my hotel room!,42
I am yet to receive the money in my account how long will this take?,67
Where are the Mastercard ATMs?,3
I got charged a service fee on my account. Can it be waived since I didn't know about it before?,15
Why was I denied the option to transfer money to a selected beneficiary?,7
Why haven't I received a refund yet?,51
Can you explain why my payment is still pending?,48
Which ATMs accept this bill of fare ?,3
The first payment I attempted for my card at the store earlier did not process so I had to make a second attempt. The second time it worked. It now appears I was charged twice. After looking at the app I see a pending charge. Please remove the pending amount because it is clearly not accurate and was declined.,63
who should i contact if my refund doesn't go through?,51
The app won't let me transfer money to a beneficiary,7
Is a bank transfer acceptable for topping up my account?,65
And do you have virtual cards instead of physical ones?,40
How to order my card?,43
Who do I call to activate my new card?,0
Where did this extra €1 fee on my statement come from?,34
Using international ATMs messes up the exchange rate.,76
How do I go about verifying my identity?,69
Should my top-up be completed by now?,47
Why was a fee changed for my transfer?,64
What value can I get for my currency?,32
What do I do to Top up my card?,62
I would like to get additional physical cards at this time,39
I didn't enjoy my tutor session and want a refund back. How do I go about doing this?,52
Do I need a photo ID to activate a my new card?,0
How will I know where my funds are coming from?,70
I'm unable to verify my identity,68
Explain why I can't do a transfer to an account.,7
Do I have a card PIN?,38
Please tell me where I can update my details since I moved.,30
My card isn't here yet.,11
Are there any charges for top ups?,57
"I don't know my PIN, how can I find that out?",38
What is the reason that my top-up is still pending?,47
Do you offer account's for minors?,1
I have a second credit card from the US. Will you take it?,54
How do I know how much money I will have when I travel abroad?,32
How do I turn on my new card?,0
i cannot get virtual card to work,72
I keep checking my statements but no progress.I requested a refund but seems it's not reaching my account for some reason. Can you please help me get the money back from the seller for me,51
Please let me know how to place an order for a virtual card,40
"I got cash from an ATM earlier but it shows up as pending in the app. How can this still be pending, I already received the cash?",46
Can you tell me how long it takes for a new card to come?,12
How can I change my address?,30
The app is showing mt withdrawals that aren't  mine.,20
Are transfers not free? I didn't know I would be charged for transfers.,64
My card is not able to be activated how do I get it to work?,0
My card data has been exposed.,22
How many disposable cards can you own?,29
How many times can I use a virtual card?,29
I live in the US and I would like to get a card. How do I go about getting one?,24
Can I dispute a debit payment that I am seeing that I didn't make from a couple of months ago?,28
There was an extra charge when I used my card,15
Hi I am trying to transfer money to another country but it is showing pending and it has been a long time.  I have checked numbers and they are correct.  Could you please help?,48
What has to be done to verify my identity?,69
There is a card payment that I'm not recognizing.,16
Help me delete my account.  I am not satisfied with the service.,55
What information do I need to gather in order to activate my card?,0
My top-up didn't work.,59
"Hi, I have been transferring money to my friends since morning, but all my transactions were getting failed. Can you please look into this issue.",35
"i didnt make these transactions, i think my card details might be stolen",22
Please explain why my payment was declined? I thought everything was good.,25
Can you help me find the virtual card?,40
need to know places i can withdraw money,3
Can I get a full list of instructions for identity checks?,69
I noticed my card was used in a small town that I have never been to. Can you stop the card from being used more?,22
How long will it take for the money to reach my account?,67
I need money put into this account from another one.,65
How long will it take to receive my money from my transfer transaction?,66
My card has been lost / stolen,41
I did not ask for the amount of cash that I received.,75
I accidentally exceeded my PIN tries.  Please advise.,49
What are the limits to where my card will be accepted?,10
I need help making this transfer. I keep getting an error. I'm trying to purchase a flat but i need my mortgage payment to go through first. Can you help?,35
Is there a money transfer fee?,64
With one disposable card how many transactions can i do?,29
Why hasn't my payment shown up yet?,45
My cash withdrawal isnt showing on my account,46
I want a physical card,43
I need assistance addressing a direct debit that I did not do myself.,28
Please list what fiat currencies are supported for both holding and exchanging.,36
My purchases from this morning are showing up as payment pending. Can you tell me why?,45
How much for an actual card?,43
"When my card expires soon, how fast is the replacement card sent and what are the costs?",9
Where do I get a disposable virtual card?,37
I think I was charged double for something I bought - how long should I wait before reporting this?,63
What is the average pending time for a transaction?,48
Why am I still waiting for a transfer?,5
"I need to activate my card, how is that done?",0
Can I pay online with my card?,10
Why have my top ups been canceled?,61
Is there a transaction limit for a disposable card?,29
How long does it take to receive my card?,12
"I received my card, how do I get it to work in the app?",13
How do I order a card?,43
Can I increase my top-up maximum?,60
can i order cards on the app,43
Is there a way to reset the passcode?,44
How does a US resident go about acquiring a new card?,24
Why did I get charged when getting cash?,19
I need help as fast as possible! I made a mistake on my most recent transfer; can you please stop it before it goes through?,8
How do I go about verifying the top-up card?,71
What do I do to activate my new card?,0
can the delivery be specific to my needs?,12
"I'm going on a trip soon and I needed to convert my Russian ruble to UK pounds, but when I did, your company charged me above the exchange rate. Did you mess up my transaction?",17
Help me access the card I already got so I can information from it.,13
Do you take SWIFT transfers?,56
Why am I not seeing the check I deposited this morning in my account?,6
Why did I get charged a fee for my card payment?,15
If I have a physical card can I link it?,13
"I thought I lost my card but I found it today, so I would like to reactivate it.",13
Why is there a direct debit payment on my statement that I didn't do?,28
Does the app allowing exchanges between USD and GBP,33
Is there a reason why my card was declined when I attempted to withdraw money?,26
Why couldn't I make a withdrawal from the ATM?,26
What exchange rate will I receive?,32
"I wanted to transfer money to another account, but now I don't have to so I'd like to cancel said transfer. How can I do that?",8
I can't find the money I just added to my account.,47
I want to activate my new card.,0
If my card was lost or stolen can I re-link it?,13
Is it possible to link a new card?,13
Where is the nearest Mastercard ATM?,3
"I need you to stop the transfer I just started as soon as possible, I just realized it's not correct!",8
Why is there a fee for my transfer?,64
"A card has been sent to me, how do I track it?",11
Is it possible to access my phone from the hotel/,42
My daughter needs an acount.,1
I need to cancel a purchase that I made the other day.,52
I noticed an extra fee when I paid with my card.,15
Can friends I have top-up my account?,62
how long until a cash withdrawal will show on my account,46
"i needed money for a night out with the girls but i was declined, why?",26
Hello. I checked my transactions and saw I was double charged for a restaurant visit. Can I get my money back?,63
Why was I charged a fee for transferring money,64
Is there a problem that makes my payments show pending?,45
Can I order a card?,43
Is it possible to exchange currencies?,33
My app shows a money withdrawal that I did not do.,20
I would like to reactivate my card that I previously reported lost. I located the card this morning.,13
My card payment wasn't declined,25
Do I have a choice for a Mastercard?,73
Which ATMs take the card?,3
Please explain to me how to know where my funds are from.,70
I am just waiting for the transaction to be completed.,66
I made a transfer and was charged extra. Why?,64
Help me use American Express to add money to the account.,54
"Would you please unblock my pin? I don't know why, but it's blocked.",49
"Even though I added money ey to the card, I couldn't use it",47
I need someone to find out where my money has gone to? It has disappeared. I completed a top up earlier and seen it had went through. Since it has now disappeared I need to know what's going on.,61
Do I get to have one of those virtual cards I've heard about?,40
Please tell me the types of currency I can hold.,36
"How come my top-up didn't go through instantly, like it usually does?",47
I can't get my virtual card to work.,72
I need assistance with activating my new card.,0
Can you tell me what i need for the identity check?,69
I bought something and I take issue with the exchange rate applied.,17
do you have a fee for receiving a SEPA transfer?,56
Do i have to wait to get the pin or can i set up a pin,38
"I locked myself out of my account, how do I unblock my PIN?",49
I put some cash into my account but it's not displaying that on my balance.,6
"If I'm getting my identity verified, what all do I need?",69
"Recently, a few weeks ago there was a transaction made on my account by some seller that I don't recognize. I am very certain that didn't happen  and will like for you to trace back to make sure.",28
I'm not recognizing the card payment.,16
I want to cancel the transaction I made earlier,8
"Hi, I was just checking over my card transactions and notice I was charged twice for a restaurant visit this week. Can you please remove one of these false charges from my account?",63
How can I find out about an extra fee on my statement?,34
How do I verify my new card?,0
Set a new PIN please.,21
I was charged the wrong exchange rate on a purchase,17
I think I am having an issue with withdraws on my card. It was declined on the way to work this morning. This hasn't happened in the past.,26
Report stolen card,41
"Hi, i was checking my old statements and found a discrepancy with a large amount transaction. I am sure it was not done by me. Please let me know if i could raise a dispute as its very late.",28
I wasn't applied the correct exchange rate when getting cash,76
How do you determine your exchange rates?,32
It appears my transfer was declined.,27
"Help! I'm missing money, I deposited a cheque but its not showing on my balance.",6
Are there topping up fees if I have to transfer?,56
I need a second card on this account for my daughter.,39
I think that the card is stolen.  What are my next steps?,41
Why do you need verification for my identity?,74
How much are the rates of exchange?,32
My payment has an incorrect exchange rate.,17
Am I able to open an account for my children?,1
I want to get a Visa,73
Why was there a fee for paying by card?,15
Why are my transfers getting declined?  I havent had a problem in the past.,27
"I double checked that I have the correct account details already, they're right for sure. Transfer is still pending since forever. It should not have been done so.",48
I am unaware of what my password is.,44
I received less cash than the amount I specified in the ATM.,75
What forms of payment do you accept?,54
How do I receive more physical cards,39
I cannot view the refunded amount in my account.,51
My card is almost going to expire.,9
$20 came out instead of $100,75
Why has my payment been reversed?,53
what do I need to do if the ATM kept my card?,18
Top-up is not working,59
Where in the app do I link a new card?,13
I got less cash at the ATM than I asked for. Why?,75
What should I do if I have used all of my PIN tries?,49
"With this app, will I be able to exchange currency?",33
I need to cancel a transfer I made.,8
Why hasn't my payment gone through?,45
"I thought you offer crypto top up but it doesn't seem to be right ? Money just disappeared from my account, How it would work ?",61
I exchange currencies a lot.  Can I get a discount?,31
"I transferred some money recently and saw a fee on my account, what's that for?",64
My identity can't be verified for some reason,68
"I have checked my statements multiple times, but my refund that I requested a while back is not showing on my account. Is there a reason for this? Can I get some help getting my money back from this transaction?",51
"My transfer is quite urgent, and finally worked out, but I've been waiting for it for quite some time. Can you tell me how long to expect to wait for it?",48
I want to cancel my account.,55
Am I able to use my account if the identity verification is not complete?,74
"If I lost my phone at the hotel, can I still use the app?",42
Do I get charged for a top up from a European bank?,57
Where is this card accepted?,10
Am I able to stop a transfer?,8
I have been trying to exchange this for crypto but the app won't work could you please help me?,7
I want to transfer money using my credit card.,62
I can't remember what my password is,44
My cheque is taking a while,6
"I used my card to make a payment a while ago and its still pending, Why is it taking so long?",45
I can't get into the app with the passcode.,44
I would like to retract my purchase.,52
After my card expires what should I do?,9
I was charged a fee for a transfer.,64
My bag got stolen with all my cards. Can you please cancel my card and send a new one?,41
How old do you have to be?,1
Will there be any fees for top ups?,57
Why did I only get $20 now the full amount I wanted?,75
I contacted the seller for a direct refund last week but he still hasn't give me my money. What should I do?,51
Is there such thing as top up by cheque?,58
Where do I have access to a virtual card?,40
Can I automatically top-up when traveling?,4
I did not receive the correct amount for the exchange rate.,17
I'm having problems with ID verification,68
I did not receive all of my cash back,75
What types of currencies do you accept?,54
I have a direct debit I didn't make,28
Do you know how I can verify that I did a top-up to my card?,71
What types of fiduciary currencies are supported for tenure and exchange?,36
Will you charge me for topping up with a European card?,57
I would like to transfer money into my account.,65
How long does it take for cards to be delivered after ordering them?,12
I requested a refund from a merchant but don't see the money in my account.  Are you able to check with the merchant or process the refund manually?,51
I paid with my card and I was charged a fee,15
Where is the transfer to my account that I made?,5
"I bought something while traveling, and the exchange rate was wrong.",17
Are there limits on the virtual cards?,29
A fee shouldn't apply to me if my card was stolen.,41
"I am adding money, what currencies do you accept to do this?",54
There is a payment with my card which i definitely did not do.,16
Why won't my top up work,59
Can I return an item?,52
"What stopped my transfer, from being accepted?",35
I forgot the code I need to get into the app.,44
I lost my phone! Will my card still work?,42
"Hi,  My money has not been credited to my account for which i have sent you cheque few days before. I am worried about the money please let me know the status.",6
The ATM won't let me take out cash,26
"This past holiday I made a withdraw at the ATM machine, and it seems I've been charged too much.",76
there is a charge i dont recognize,16
Which currencies do you work with?,54
Will I have to pay extra to exchange money?,31
When will I see an updated balance after a transfer?,5
A wrong amount of cash we sent to me.,75
How long will it take to transfer from europe?,67
My transfer failed to process correctly. Is there a reason this would happen?,35
Explain the activation method for this card,0
I noticed that i got charged extra for using the card.,15
I think I was double charged,63
How do I order another card?,39
Is there any way to get another card on the same account?,39
Contactless payments need to be enabled for my card.,23
The applied exchange rate is wrong for the cash I got abroad.,76
What are the time frames for the money to be available in my account?,67
I completed a payment with my card a while ago. It's still showing up as pending. What time frame does this normally take? It doesn't appear to have worked.,45
My transfer has not arrived.,66
Would I be able to open an account for my daughter?,1
When will my card be here?,12
Why was my account assessed a fee?,34
"I deposited a check yesterday and Im not seeing it in my account. i need the money, is there something wrong with my account? check it out please",6
Can you tell me why my transfer declined?,27
I can't get the virtual card to work,72
Can I withdraw money in my hometown currency while on holiday without any additional fees?,76
What other fiat currencies can I use?,36
How long does a transfer transaction take?,67
"If I exchange foreign currency, are there any other charges?",31
Do you charge for sending more cards?,39
I see a $1 charge in a transaction.,34
Where can I find top up by cash deposit?,58
Why is my exchange rate wrong?,17
"I should only have one charge, but it shows two.",63
can i create my own pin right away,38
Do you accept credit cards from the US,54
Why has my new card still not come?,11
"I no longer need AUD, I need GBP instead, how can I make this happen?",33
"Please, I need your help as to whether or not you have money for a large refunded purchase I made. I requested it some time ago from the seller, but nothing is showing up.",51
"It seems I've suddenly been charged for my recent ATM cash withdrawal. What's up with that? I though withdrawals are free, you never charged me so far!",19
Can I top up for free using a European card?,57
WHAT IS THE SOLUTION OF THIS PROBLEM,11
Will it be possible to change from USD to GBP with this App?,33
Do you charge a fee on currency exchange?,31
The exchange rate was messed up from the ATM,76
Where can I order a card?,43
I do not see the money I transferred into this account,5
what is the most money i can top up?,60
What is my money worth in other countries?,32
What are the countries you have offices in?,24
When I went to withdraw cash today the ATM gave me the wrong amount of cash. The app is showing a larger amount.,75
Why isn't my payment showing?,53
Why would you decline my card?,25
Why isn't my Google Pay top up working for me? Did I do something wrong?,2
How do I auto top-up?,4
What's taking so long for this payment to go through?,45
"I have the funds, why can I not use my top-up?",59
Why hasn't my transfer gone through,35
What do I have to do to prove my identity?,68
Which merchants accept my card?,10
Which ATM's can I use to make a withdrawal?,3
How do I request a refund?,52
I am travelling and I tried to withdraw cash but didn't get what I was supposed to get.,76
The check I deposited yesterday isn't listed yet.  Isn't that pretty slow?  I need to see the balance increased by that check.,6
"Hello, I was contacted by a seller who let me know my money didn't come through on their side. It most certainly came out of my account so I need this looked at immediately because now it has been returned to me!",53
"your company is awful, i would like to delete my account please",55
Every ATM I visit is rejecting my card and I don't know why. There should be money on it. Can you check it to see if something is wrong or if I'm doing something wrong?,26
"When I attempted to make a transfer, it failed.",35
"My top up keeps showing pending?  How long will things be like this?  Days, weeks, months?  I need the money quite urgently for an important coffee purchase, can you please let me know when top up will work?",47
Is there a place to check for fee for payments? I feel like I'm getting charged too much at times.,15
My billing address changed and I need to update my information.,30
Is it possible to use an ATM when I am not in the country and make a withdraw with out extra fees?,76
Why are top-ups being verified?,71
Why do you have an identity check?,74
"I accidentally made a payment from the wrong account yesterday. It's my rent payment, and it's very large, so the account I paid from won't be able to cover the amount. It's really important that the payment be made from the right account?",8
How can I get my card out of the stupid ATM that ate it?,18
I can't seem to figure out why my transfers are getting declined.,27
I tried to buy something online yesterday but it kept saying declined. Tried again today but same thing happened. What's wrong?,27
What fees to you have for top ups?,57
At what age can a person open an account?,1
How can I find an ATM that accepts this card?,3
"I requested a refund from a seller a while ago, but when I check my statements it doesn't show up. Can you help me get my refund.",51
What are the countries that you operate in?,24
Why is my friend not getting a transaction arrival yet?,66
Why does it say my transfer failed?,35
I believe that my card has been stolen!,41
How can many disposable cards can I have per day?,29
"Help, I need to top up my account. Where do I send a check?",58
What currencies can I use to top up my account?,65
"I need to exchange my GBP to AUD, how would I do this?",33
Hi. I noticed I have a duplicate charge which I have not made twice. Who should I talk to take care of this?,63
A direct debit payment I didn't do shows in my app,28
"My card isn't working at all, I need assistance. It's really frustrating.",14
How come there is an extra fee on my statement?,34
Please explain why my top-up didn't go through.,59
Why does top-up need to be verified?,71
I paid with my card so so why was I charged a transaction fee?,15
My statement does not reflect that a refund has been issued,51
Where do I need to go to change my PIN?,21
Will I get Visa or MasterCard?,73
How do I edit my details?,30
I want to add funds to my account. What payment methods are accepted?,54
Where do I find our how to get a physical card?,43
What countries can I use your services?,24
Why was I charged a fee on a cash withdrawal?,19
I don't recognize this withdrawal on my statement,20
Do you offer disposable virtual cards too?,37
I have a friend who needs money as soon as possibly. If I were to transfer it how long will it take to get to her?,66
What  is the verification process for a top up card?,71
I would like to use one of my cards for a family member. Is that allowed?,39
The atm wouldn't give out cash,26
How can I go about getting a disposable virtual card?,37
I tried the wrong PIN too many times.,49
There is a Direct Debit that looks suspicious.,28
"If I exchange currencies frequently, is there a discount?",31
Can I have a discount if I exchange currency often?,31
My transfer seems to be too expensive.,64
Hi I'm sending some money over to an investment bank I do business and the transaction is being rejected. I'm not sure why as I think I have the right details.,35
Why is there an extra pound charge that is pending?,34
is it possible to get a refund for something I purchased?,52
i need to trace a deposit,70
Tell me your opinion on the exchange rate.,32
Hi! What documents can I use to verify my identity?,69
I lost track of my card,41
What card or currency can I use to pay?,54
What do I do if I do not recognise a cash withdrawal?,20
Can you help me track my card?,11
How can I create another card linked to this account?,39
The ATM gave me less cash than requested,75
I require verification for my source of funds.,70
"Why did my transfer not work, it says it was declined?",27
"The expiration date for my card is coming up, how do I get a new card?",9
How can I edit my personal details in the app?,30
Can I open an account for my children?,1
How do I edit my personal details?,30
Hello I have a UK account.  Can you please check if everything is alright with it?  I made a transfer a couple hours ago but it doesn't show up yet.,5
How can I trade currencies with this app?,33
What do I do if my smart phone was stolen?,42
Does google play offer the service to Top up?,2
why is my top up failing,59
I have a payment that hasn't went through yet.,45
My accounts been charged a payment for something I didn't make.,28
I need to exchange some foreign currency. What's the charge for doing that?,31
When I topped up the app reverted it.,61
"Why do you keep declining my transfers? It's been working well so far, but when I just tried to buy something, the card got declined. I tried it a few times, but same thing happened every try.",27
Can you help me process a refund?,52
How would I use a bank transfer for topping my account?,65
Can I use my card no matter where I go?,10
How come my cash withdrawal came with an unnecessary fee?!,19
my virtual card has not came yet!,40
what is going on with my cash withdrawal? the exchange rate is wrong,76
I entered a wrong PIN too many times. How can I fix this?,49
It's been a week since you issued me a card and I still didn't get it. Should I keep waiting?,11
Where did the money transfer go?,66
My card payment still pending,45
My package is taking too long to arrive and I don't want it anymore. Can I get a refund?,52
Can you tell me what i steps i should take since my card was stolen?,42
I tried to make a transfer like five different times. Why won't your system let me? Is it broke?,35
What is the max top-up?,60
"Hi, I tried to withdraw some money from an ATM and the machine was broken.  It says that the transaction is still in progress.  Can you double check to see what's happening? I don't want to be charged since I was not able to withdraw the money.",46
Why is my beneficiary not allowed?,7
"I just moved overseas and I noticed that you are charging me more fees.  I am a loyal customer, is this how you expect to keep customers?",64
"lost my phone, what is account security?",42
Does the app allow for exchanges between currencies?,33
How do I get a virtual card on my device?,40
Can I receive payment in another currency?,50
How do I know which payments I make will have additional fees? Where can I find this information online?,15
I am inquiring about your auto top up feature.,4
I wasn't able to do a transfer to an account,7
What's the amount that I can top-up?,60
How long do transfers from Europe take?,67
Are there limits with top-up?,60
I didn't set up the direct debit I have,28
How long will it be  before the person I sent money to is able to see it?,66
How do I get my money back for something I bought?,52
What is this cash withdrawal on my statement?,20
My balance doesn't include my latest transfer,5
Currently I can't get my card to work.,14
The app reverted my recent payment,53
Why do I see an extra fee on my statement?,34
Why am I being charged to make cash withdrawals? I thought they were supposed to be free!,19
Do you receive SWIFT transfers?,56
When will my payment go through?,45
Why have I not yet received my virtual card?,40
When will my card come? I need it as soon as possible!,12
Is there a way to find an ATM around me?,3
Are there any restrictions on where I use this card?,10
what is source of my money,70
"Hello, I have a pending transaction in my account due to an ATM machine that wasn't working. In any case if the transaction goes through, after how long can I get my money back?",46
How do I get my card on the app?,13
The top-up verification code is not visible.,71
I got a €1 extra fee in my statement,34
What do I do if i accidentally broke my card?,14
I entered the pin incorrectly too many times and now it is blocked. Can you help?,49
Which ATMs accept Mastercard?,3
Please list the countries you support.,24
"I would like a disposable virtual card, could I get one?",37
Can you transfer money to your card by bank transfer?,65
My transfer didn't work how come?,35
I'm looking for a machine of yours that will provide me cash from my home country. I went on holiday and don't have any cash on me. Will your machine charge me extra to do this?,76
My balance is not right. It has not been updated for the cash or cheque deposit.,6
Please explain the exchange rates.,32
I want to get a refund.,52
What identification is required to activate my card?,0
"I need to get a card, how do I do that?",43
"I used to know my password, but not anymore.",44
How do I add my new card to the app?,13
Why was I charged an additional fee when paying with card?,15
where do i find out about exchange fees,31
I need to update my demographics.,30
Can you tell me why my transfer is failing and help resolve?,35
Can I change my card PIN?,21
I notice that I have a card payment that's been cancelled.,53
Can someone please explain to me where my source of funds came from?,70
Why do we need to verify top-up?,71
How long does it take for a refund to appear?,51
I need my card soon.,12
My card got charged twice for the same thing!,63
My app shows cash I didn't get.,20
How can I fund another account with my American Express?,54
I got my card a few days ago but am unable to top up. I'm thinking about closing my account because of this. What is going on?,59
how long does it take to get my card i am in a rush,12
I need to add my new address now that I've moved.,30
I've been using my account while abroad for a while but only recently I've been charged a fee. Why am I only being charged a fee now.,64
Google Pay isn't working. What is wrong?,2
I got charged two times for a transaction,63
I sees some suspicious spending on my credit card that I don't recall I had made. What should I do?,22
Why has my payment not transferred?,35
Why isn't my money from a check deposit showing?,6
"my balance has not changed, despite depositing a cheque",6
I don't have my passcode to access the app.,44
I moved and would like to change my address.,30
Why hasn't my account updated?,6
Explain how to verify my identity?,69
I was charged for getting cash.,19
I used an ATM and wanted to know why I was charged an extra fee.,19
"How long do transfers to international banks take? I made one to france a couple of days ago, but it's still not there.",5
Where can I link a new card?,13
What kind of ATMs would this card be accepted at?,3
Can I deposit a check?,58
I would like to know more about what a disposable virtual card is?,37
"Give me my card, I need it now!",12
"This is not right, I was told I could take out cash at the ATM for free?",19
I have not received my pin yet,38
Why am I being charged for ATM fees?,19
Is there a way to use this app with a disposable virtual card?,37
Why is my transfer taking so long to complete?,66
Can I change or hold different currency?,36
My credit card was just denied for top up! Can you tell me why this happened and what's going on?,59
"Hello, I didn't receive the right amount on my ATM transaction,  the app shows the correct amount how can we fix this",75
The card payment is declined.  Please inform me why.,25
Why were there additional charges when I transferred funds?,64
How can i get new card?,23
I can't find any option to top up with a cheque?,58
Where do I go to unblock my PIN?,49
Is it possible to get one of your cards in the European Union?,24
How much to exchange currencies?,31
Is going to a bank only way to change my PIN?,21
What is the charge for exchanging currencies?,31
Where can money withdrawals be made?,3
"My withdrawal is pending, why?",46
How long does a payment show as pending before i should worry about it?,45
I forgot my pin and am blocked now. Can I reset it somewhere?,49
What is the top up code for?,71
Can I get a new card even though I am in China?,9
WHAT IS THE ATMOSPHERE OF IT,10
"In reviewing my statement, I show I have two charges for the same purchase at the same time, which I have not made in duplicate? How do I get this solved?",63
What countries are you supporting?,24
I've forgotten my app passcode completely.,44
"My PIN number was incorrect, and I can't access it.",49
make my account go away,55
My account shows up as pending after I received cash from the ATM earlier.  How can this be still pending? I've got the cash already.,46
Why is my last transfer pending?,48
Could you please tell me your exchange rates?,32
"I put cash in my account, but I don't see it.",6
I've got charges on my account I did not authorize. Can I get this money back from the last couple of days that it's been coming out? I also need to freeze my card.,16
I am trying to revert a transcation I did this morning,8
I want to change my PIN.,21
"My PIN got blocked, help.",49
Help!  I forgot my password.,44
"Hi, I want to inquire about my balance. Some cash was deposited and it hasn't updated yet.",6
What do I do if my card gets broken?,14
When does a UK transfer show up?,5
I'm trying to use a cheque to top up,58
What are the disposable cards restrictions?,29
Why did I only get $20 when I asked for $100?,75
How long will a transfer be pending for?,48
I need you to delete my account right now.,55
Why hasn't my withdrawal shown on my statement?,46
My card is about to expired what will happen?,9
At what age can I open an account?,1
Where do I access the auto top-up function?,4
I would like to cancel my account.,55
Why check my identity?,74
If I want my son to have his own account is that possible?,1
I exchanged cash when traveling and the rate was incorrect.,76
how do i see what i transferred,5
Why are you asking so many questions about who I am,74
"I no longer want to transfer funds, can we cancel that transaction?",8
The $1.00 has still not been reverted as indicated in the previous email.,34
Why was my exchange rate a different amount than usual?,17
I just have one additional card from the USA. Do you support that?,54
A mortgage payment I'm making is giving me an error message.  This is the first time I'm making this payment and want to know what's wrong.,35
I got charged twice for the same payment. Please removed the pending payment. Thank you.,63
I need a new login code,44
Has my account been frozen?  I tried to use my card but the ATM would not dispense cash.,26
Would I be able to top up as much as I can?,60
Is there a way to reset my PIN?,49
Why would the app revert my payment?,53
Unsure how to provide my identity.,68
"I'm not sure what is going on here. I've received payment back into my account  for an item I've already received, from about 2 weeks ago.",53
What is the reason for the fee charge on my transfer?,64
I prefer Mastecard.,73
Is the 1 pound charge going to be reimbursed on my card?,34
where exactly does money come from,70
Is there a top-up fee if you add money in USD?,57
A direct debit payment that I didn't authorise shows up in my app.,28
Please help my find out why there is an odd direct debit in my records.,28
I  see an extra 1£ charge on my app. Why did It charge me extra?,34
Why did you charge me extra for withdrawing money?,19
I can't use my card because it is not working.,14
I use my card internationally to manage payments and I just noticed that you are adding additional fees.  Why?  I am a good customer and this has me thinking about leaving.,64
How do I go about getting an actual card?,43
"Hi, Could you please help me as someone has stolen my wallet few hours ago. And a withdrawal is made, please help immediately. As i don't want to suffer more.",20
There is a charge for 1£ on my statement.  I do not think that I bought anything that costed 1£.  What is going on?,34
I can't find my card! Can you help?,41
Is there a fee that comes with transfers?,64
Why have I all of a sudden been charged for my ATM withdrawal? I thought the withdrawals were free because this is the first time I've ever had this problem.,19
The app says I got cash from an ATM but I didn't,20
"I tried to get money out of an ATM in Notting Hill earlier, but it didn't work. Is my card actually working? It's the first time I tried using it",26
Do you guys have any age restrictions?,1
Can I add a card to back into the app?,13
Are there restrictions on disposable virtual cards?,29
